"mmsi","year","month","hours","kir","post","date"
431511000,2016,9,21.6329166666667,FALSE,TRUE,2016-09-01
345050700,2016,9,116.042638888889,FALSE,TRUE,2016-09-01
412200078,2016,9,90.5713888888889,FALSE,TRUE,2016-09-01
412460287,2016,9,420.429861111111,FALSE,TRUE,2016-09-01
431914000,2016,9,190.848611111111,FALSE,TRUE,2016-09-01
366926988,2016,9,88.7751388888889,FALSE,TRUE,2016-09-01
416076700,2016,9,167.143333333333,FALSE,TRUE,2016-09-01
416175800,2016,9,243.248611111111,FALSE,TRUE,2016-09-01
432410000,2016,9,133.660694444444,FALSE,TRUE,2016-09-01
412371222,2016,10,245.1,FALSE,TRUE,2016-10-01
510068000,2016,10,144.190416666667,FALSE,TRUE,2016-10-01
416248700,2016,10,139.866111111111,FALSE,TRUE,2016-10-01
412270024,2016,10,45.7163888888889,FALSE,TRUE,2016-10-01
416002195,2016,10,163.180555555556,FALSE,TRUE,2016-10-01
368046000,2016,10,219.922916666667,FALSE,TRUE,2016-10-01
432708000,2016,10,232.322222222222,FALSE,TRUE,2016-10-01
412500157,2016,10,553.599722222222,FALSE,TRUE,2016-10-01
412200116,2016,10,439.455416666667,FALSE,TRUE,2016-10-01
431200910,2016,10,106.955694444444,FALSE,TRUE,2016-10-01
416000235,2016,10,396.507222222222,FALSE,TRUE,2016-10-01
431700060,2016,10,478.294444444444,FALSE,TRUE,2016-10-01
431704110,2016,10,342.52875,FALSE,TRUE,2016-10-01
416239700,2016,10,322.378333333333,FALSE,TRUE,2016-10-01
412331026,2016,10,343.379861111111,FALSE,TRUE,2016-10-01
416004158,2016,10,359.1575,FALSE,TRUE,2016-10-01
416220800,2016,10,415.425138888889,FALSE,TRUE,2016-10-01
520171000,2016,10,434.70875,FALSE,TRUE,2016-10-01
431722000,2016,10,123.942222222222,FALSE,TRUE,2016-10-01
577326000,2016,10,338.662638888889,FALSE,TRUE,2016-10-01
431903000,2016,10,118.223888888889,FALSE,TRUE,2016-10-01
440825000,2016,10,114.514583333333,FALSE,TRUE,2016-10-01
529223000,2016,10,165.393333333333,TRUE,TRUE,2016-10-01
431100030,2016,10,9.11263888888889,FALSE,TRUE,2016-10-01
412270058,2016,10,213.575833333333,FALSE,TRUE,2016-10-01
553111643,2016,10,245.12,FALSE,TRUE,2016-10-01
416500000,2016,10,243.063055555556,FALSE,TRUE,2016-10-01
440167000,2016,10,154.09875,FALSE,TRUE,2016-10-01
431100850,2016,10,114.649166666667,FALSE,TRUE,2016-10-01
510046000,2016,10,70.8438888888889,FALSE,TRUE,2016-10-01
440944000,2016,10,356.30875,FALSE,TRUE,2016-10-01
548927000,2016,10,264.2675,FALSE,TRUE,2016-10-01
548938000,2016,10,140.901805555556,FALSE,TRUE,2016-10-01
557005700,2016,9,1.37791666666667,FALSE,TRUE,2016-09-01
359002000,2016,10,0.699166666666667,FALSE,TRUE,2016-10-01
441807000,2016,10,15.9259722222222,FALSE,TRUE,2016-10-01
416002232,2016,9,61.3548611111111,FALSE,TRUE,2016-09-01
548428100,2016,10,2.99819444444444,FALSE,TRUE,2016-10-01
416569000,2016,5,172.368472222222,FALSE,TRUE,2016-05-01
412371197,2016,5,483.483333333333,FALSE,TRUE,2016-05-01
412691520,2016,5,601.574583333333,FALSE,TRUE,2016-05-01
416232500,2016,5,582.405277777778,FALSE,TRUE,2016-05-01
557005500,2016,5,148.307083333333,FALSE,TRUE,2016-05-01
416097500,2016,5,580.774722222222,FALSE,TRUE,2016-05-01
412328714,2016,5,446.793333333333,FALSE,TRUE,2016-05-01
416623000,2016,5,517.498611111111,FALSE,TRUE,2016-05-01
416004000,2016,5,204.276111111111,FALSE,TRUE,2016-05-01
416248600,2016,5,130.42375,FALSE,TRUE,2016-05-01
412371192,2016,5,400.577638888889,FALSE,TRUE,2016-05-01
412371191,2016,5,637.96625,FALSE,TRUE,2016-05-01
412677470,2016,5,484.117083333333,FALSE,TRUE,2016-05-01
338298000,2016,5,206.436527777778,FALSE,TRUE,2016-05-01
338074000,2016,5,189.862638888889,FALSE,TRUE,2016-05-01
557005700,2016,5,205.025,FALSE,TRUE,2016-05-01
510069000,2016,5,161.763055555556,FALSE,TRUE,2016-05-01
431310000,2016,5,6.32361111111111,FALSE,TRUE,2016-05-01
431159000,2016,5,299.678194444444,FALSE,TRUE,2016-05-01
431501404,2016,5,63.6886111111111,FALSE,TRUE,2016-05-01
520171000,2016,5,524.244861111111,FALSE,TRUE,2016-05-01
432845000,2016,5,110.285833333333,FALSE,TRUE,2016-05-01
431768000,2016,5,118.273888888889,FALSE,TRUE,2016-05-01
431206000,2016,5,430.269722222222,FALSE,TRUE,2016-05-01
416002545,2016,5,257.408055555556,FALSE,TRUE,2016-05-01
431380000,2016,5,341.5,FALSE,TRUE,2016-05-01
431070000,2016,5,350.643055555556,FALSE,TRUE,2016-05-01
431704110,2016,5,672.960694444445,FALSE,TRUE,2016-05-01
9102875,2016,5,708.886527777778,FALSE,TRUE,2016-05-01
576847000,2016,5,568.532916666667,FALSE,TRUE,2016-05-01
440944000,2016,5,660.857222222222,FALSE,TRUE,2016-05-01
412420796,2016,5,489.938472222222,FALSE,TRUE,2016-05-01
432411000,2016,5,463.516944444444,FALSE,TRUE,2016-05-01
432971000,2016,5,607.23375,FALSE,TRUE,2016-05-01
431600275,2016,5,520.027916666667,FALSE,TRUE,2016-05-01
412420851,2016,5,612.329722222222,FALSE,TRUE,2016-05-01
576737000,2016,5,736.778055555556,FALSE,TRUE,2016-05-01
431693000,2016,5,225.49375,FALSE,TRUE,2016-05-01
431801000,2016,5,105.233333333333,FALSE,TRUE,2016-05-01
431903000,2016,5,297.674166666667,FALSE,TRUE,2016-05-01
431700970,2016,5,574.882222222222,FALSE,TRUE,2016-05-01
416123900,2016,5,576.152916666667,FALSE,TRUE,2016-05-01
412460278,2016,5,456.164444444444,FALSE,TRUE,2016-05-01
416091900,2016,5,452.030833333333,FALSE,TRUE,2016-05-01
412460296,2016,5,610.024583333333,FALSE,TRUE,2016-05-01
416002681,2016,5,656.362777777778,FALSE,TRUE,2016-05-01
416218900,2016,5,293.081111111111,FALSE,TRUE,2016-05-01
416239700,2016,5,335.793194444444,FALSE,TRUE,2016-05-01
416199800,2016,5,448.105694444444,FALSE,TRUE,2016-05-01
416231500,2016,5,433.362083333333,FALSE,TRUE,2016-05-01
412329426,2016,5,579.024722222222,FALSE,TRUE,2016-05-01
412326798,2016,5,666.705277777778,FALSE,TRUE,2016-05-01
416220800,2016,5,452.995416666667,FALSE,TRUE,2016-05-01
412329403,2016,5,432.196111111111,FALSE,TRUE,2016-05-01
440885000,2016,5,637.420555555555,FALSE,TRUE,2016-05-01
412695550,2016,5,568.3925,FALSE,TRUE,2016-05-01
431503000,2016,9,2.71583333333333,FALSE,TRUE,2016-09-01
432971000,2016,9,7.56416666666667,FALSE,TRUE,2016-09-01
416248700,2016,5,99.9277777777778,FALSE,TRUE,2016-05-01
538060019,2016,5,56.6001388888889,FALSE,TRUE,2016-05-01
412695650,2016,5,600.790555555556,FALSE,TRUE,2016-05-01
431935000,2016,5,129.636944444444,FALSE,TRUE,2016-05-01
416306430,2016,5,350.81375,FALSE,TRUE,2016-05-01
416033600,2016,5,457.915277777778,FALSE,TRUE,2016-05-01
412217989,2016,5,162.620972222222,FALSE,TRUE,2016-05-01
576905000,2016,5,98.5115277777778,FALSE,TRUE,2016-05-01
548927000,2016,5,64.6672222222222,FALSE,TRUE,2016-05-01
553111743,2016,5,48.0693055555556,FALSE,TRUE,2016-05-01
431501404,2016,8,29.1436111111111,FALSE,TRUE,2016-08-01
553111740,2016,8,288.570555555556,FALSE,TRUE,2016-08-01
367084000,2016,8,250.607638888889,FALSE,TRUE,2016-08-01
431159000,2016,8,224.938888888889,FALSE,TRUE,2016-08-01
412371207,2016,8,378.588055555556,FALSE,TRUE,2016-08-01
553111771,2016,8,168.941527777778,FALSE,TRUE,2016-08-01
412371181,2016,8,291.80875,FALSE,TRUE,2016-08-01
416836000,2016,8,200.787916666667,FALSE,TRUE,2016-08-01
538060016,2016,8,233.471805555556,FALSE,TRUE,2016-08-01
538060019,2016,8,38.10375,FALSE,TRUE,2016-08-01
431725000,2016,8,425.299722222222,FALSE,TRUE,2016-08-01
440298000,2016,8,37.1279166666667,FALSE,TRUE,2016-08-01
412699510,2016,8,1313.94861111111,FALSE,TRUE,2016-08-01
431798000,2016,8,190.410416666667,FALSE,TRUE,2016-08-01
431101320,2016,8,567.643472222222,FALSE,TRUE,2016-08-01
412326881,2016,8,679.203611111111,FALSE,TRUE,2016-08-01
440934000,2016,8,697.888611111111,FALSE,TRUE,2016-08-01
416306430,2016,8,529.688055555556,FALSE,TRUE,2016-08-01
412460287,2016,8,433.097916666667,FALSE,TRUE,2016-08-01
416003741,2016,8,485.280694444444,FALSE,TRUE,2016-08-01
412676430,2016,8,626.352638888889,FALSE,TRUE,2016-08-01
412270059,2016,8,467.873888888889,FALSE,TRUE,2016-08-01
412320019,2016,8,624.716111111111,FALSE,TRUE,2016-08-01
520177000,2016,8,183.933055555556,FALSE,TRUE,2016-08-01
520173000,2016,8,37.8340277777778,FALSE,TRUE,2016-08-01
412201817,2016,8,550.064861111111,FALSE,TRUE,2016-08-01
577259000,2016,8,701.917916666667,FALSE,TRUE,2016-08-01
412331027,2016,8,638.671527777778,FALSE,TRUE,2016-08-01
416623000,2016,8,535.416805555556,FALSE,TRUE,2016-08-01
412331011,2016,8,731.818472222222,FALSE,TRUE,2016-08-01
416052600,2016,8,681.923472222222,FALSE,TRUE,2016-08-01
431769000,2016,8,175.281111111111,FALSE,TRUE,2016-08-01
431693000,2016,8,156.051944444444,FALSE,TRUE,2016-08-01
416697000,2016,8,517.061944444444,FALSE,TRUE,2016-08-01
416220800,2016,8,466.873888888889,FALSE,TRUE,2016-08-01
416004214,2016,8,591.797916666667,FALSE,TRUE,2016-08-01
431704420,2016,8,669.597916666667,FALSE,TRUE,2016-08-01
416002681,2016,8,723.118472222222,FALSE,TRUE,2016-08-01
431600760,2016,8,321.270138888889,FALSE,TRUE,2016-08-01
416168600,2016,8,473.394444444444,FALSE,TRUE,2016-08-01
416076700,2016,8,581.058472222222,FALSE,TRUE,2016-08-01
553111698,2016,8,260.66,FALSE,TRUE,2016-08-01
440822000,2016,8,140.335555555556,FALSE,TRUE,2016-08-01
432971000,2016,8,641.257638888889,FALSE,TRUE,2016-08-01
338394000,2016,8,246.822222222222,FALSE,TRUE,2016-08-01
416175800,2016,8,62.9738888888889,FALSE,TRUE,2016-08-01
431331000,2015,5,118.758055555556,FALSE,TRUE,2015-05-01
431671000,2015,5,63.5315277777778,FALSE,TRUE,2015-05-01
412371191,2015,5,419.059444444444,FALSE,TRUE,2015-05-01
440731000,2015,5,561.945833333333,FALSE,TRUE,2015-05-01
529765000,2015,5,266.679305555556,TRUE,TRUE,2015-05-01
510054000,2015,5,243.962361111111,FALSE,TRUE,2015-05-01
553111743,2015,5,254.950694444444,FALSE,TRUE,2015-05-01
367767000,2015,5,172.413611111111,FALSE,TRUE,2015-05-01
367084000,2015,5,59.9561111111111,FALSE,TRUE,2015-05-01
440946000,2015,5,599.79125,FALSE,TRUE,2015-05-01
412420915,2015,5,587.950694444444,FALSE,TRUE,2015-05-01
431251000,2015,5,681.865555555555,FALSE,TRUE,2015-05-01
431101320,2015,5,631.004722222222,FALSE,TRUE,2015-05-01
416002681,2015,5,552.095694444444,FALSE,TRUE,2015-05-01
568169862,2015,5,459.05,FALSE,TRUE,2015-05-01
412460278,2015,5,586.935555555555,FALSE,TRUE,2015-05-01
416004246,2015,5,629.554305555556,FALSE,TRUE,2015-05-01
412329461,2015,5,564.559444444444,FALSE,TRUE,2015-05-01
412326798,2015,5,445.540833333333,FALSE,TRUE,2015-05-01
416004583,2015,5,404.96,FALSE,TRUE,2015-05-01
412201817,2015,5,743.930277777778,FALSE,TRUE,2015-05-01
538060015,2015,5,483.89625,FALSE,TRUE,2015-05-01
553111643,2015,5,141.048055555556,FALSE,TRUE,2015-05-01
576847000,2015,5,535.965138888889,FALSE,TRUE,2015-05-01
412371182,2015,5,275.694166666667,FALSE,TRUE,2015-05-01
413034000,2015,5,127.850833333333,FALSE,TRUE,2015-05-01
413270220,2015,5,503.752916666667,FALSE,TRUE,2015-05-01
338074000,2015,5,376.139444444444,FALSE,TRUE,2015-05-01
553111756,2015,5,238.062777777778,FALSE,TRUE,2015-05-01
432549000,2015,5,80.2363888888889,FALSE,TRUE,2015-05-01
416003814,2016,5,215.001527777778,FALSE,TRUE,2016-05-01
553111643,2016,5,17.2355555555556,FALSE,TRUE,2016-05-01
431501259,2015,11,366.068888888889,FALSE,TRUE,2015-11-01
440885000,2015,11,628.446527777778,FALSE,TRUE,2015-11-01
412699510,2015,11,423.505694444444,FALSE,TRUE,2015-11-01
412420435,2015,11,598.445972222222,FALSE,TRUE,2015-11-01
431600760,2015,11,396.141111111111,FALSE,TRUE,2015-11-01
412460287,2015,11,593.685138888889,FALSE,TRUE,2015-11-01
431600275,2015,11,518.917777777778,FALSE,TRUE,2015-11-01
412460286,2015,11,382.971805555556,FALSE,TRUE,2015-11-01
441584000,2015,11,637.368194444444,FALSE,TRUE,2015-11-01
416003561,2015,11,55.8025,FALSE,TRUE,2015-11-01
440946000,2015,11,598.788888888889,FALSE,TRUE,2015-11-01
416154700,2015,11,456.53375,FALSE,TRUE,2015-11-01
416004453,2015,11,504.67875,FALSE,TRUE,2015-11-01
416234900,2015,11,420.052916666667,FALSE,TRUE,2015-11-01
576737000,2015,11,461.077777777778,FALSE,TRUE,2015-11-01
431253000,2015,11,622.055833333333,FALSE,TRUE,2015-11-01
416168500,2015,11,713.029305555556,FALSE,TRUE,2015-11-01
431380000,2015,11,668.511111111111,FALSE,TRUE,2015-11-01
366020000,2015,11,298.819861111111,FALSE,TRUE,2015-11-01
413011000,2015,11,411.975694444444,FALSE,TRUE,2015-11-01
416122800,2015,11,660.027361111111,FALSE,TRUE,2015-11-01
412302021,2015,11,716.437361111111,FALSE,TRUE,2015-11-01
416084500,2015,11,705.419305555556,FALSE,TRUE,2015-11-01
412326881,2015,11,451.724027777778,FALSE,TRUE,2015-11-01
576847000,2015,11,679.188611111111,FALSE,TRUE,2015-11-01
412371178,2015,11,711.877916666667,FALSE,TRUE,2015-11-01
412420197,2015,11,552.094166666667,FALSE,TRUE,2015-11-01
412371181,2015,11,197.657638888889,FALSE,TRUE,2015-11-01
416119800,2015,11,584.507916666667,FALSE,TRUE,2015-11-01
416242900,2015,11,213.670416666667,FALSE,TRUE,2015-11-01
548895000,2015,11,150.105416666667,FALSE,TRUE,2015-11-01
416193900,2015,11,63.4311111111111,FALSE,TRUE,2015-11-01
548905000,2015,11,209.919027777778,FALSE,TRUE,2015-11-01
412440029,2015,11,450.560694444444,FALSE,TRUE,2015-11-01
416306430,2015,11,615.67,FALSE,TRUE,2015-11-01
431167000,2015,11,85.1925,FALSE,TRUE,2015-11-01
431768000,2015,11,254.816666666667,FALSE,TRUE,2015-11-01
432948000,2015,11,236.583333333333,FALSE,TRUE,2015-11-01
520171000,2015,11,417.232777777778,FALSE,TRUE,2015-11-01
553111754,2015,11,218.747916666667,FALSE,TRUE,2015-11-01
366903000,2015,11,251.3925,FALSE,TRUE,2015-11-01
520243000,2015,11,602.490694444444,FALSE,TRUE,2015-11-01
553111734,2015,11,95.3776388888889,FALSE,TRUE,2015-11-01
412320019,2015,11,647.165416666667,FALSE,TRUE,2015-11-01
412331031,2015,11,686.055,FALSE,TRUE,2015-11-01
416569000,2015,11,153.89375,FALSE,TRUE,2015-11-01
412440031,2015,11,479.008055555556,FALSE,TRUE,2015-11-01
412371198,2015,11,462.022638888889,FALSE,TRUE,2015-11-01
412439607,2016,8,232.017638888889,FALSE,TRUE,2016-08-01
412420914,2016,8,636.065416666667,FALSE,TRUE,2016-08-01
412331029,2016,8,641.482777777778,FALSE,TRUE,2016-08-01
412326882,2016,8,239.278611111111,FALSE,TRUE,2016-08-01
431501259,2016,8,164.300694444444,FALSE,TRUE,2016-08-01
416004044,2016,8,509.174722222222,FALSE,TRUE,2016-08-01
431700030,2016,8,655.672916666667,FALSE,TRUE,2016-08-01
553111743,2016,8,187.485555555556,FALSE,TRUE,2016-08-01
338793000,2015,5,96.1444444444445,FALSE,TRUE,2015-05-01
431702850,2015,5,537.745833333333,FALSE,TRUE,2015-05-01
416004582,2015,5,479.179166666667,FALSE,TRUE,2015-05-01
416506000,2015,11,66.8111111111111,FALSE,TRUE,2015-11-01
440731000,2015,11,577.071111111111,FALSE,TRUE,2015-11-01
416001500,2015,11,128.805833333333,FALSE,TRUE,2015-11-01
584779200,2016,11,111.561944444444,FALSE,TRUE,2016-11-01
431812000,2016,11,283.14375,FALSE,TRUE,2016-11-01
412329403,2016,11,643.236111111111,FALSE,TRUE,2016-11-01
338074000,2016,11,217.192083333333,FALSE,TRUE,2016-11-01
412439604,2016,11,54.7006944444445,FALSE,TRUE,2016-11-01
338298000,2016,11,207.917916666667,FALSE,TRUE,2016-11-01
412420862,2016,11,645.388194444444,FALSE,TRUE,2016-11-01
431171000,2016,11,155.0425,FALSE,TRUE,2016-11-01
431680000,2016,11,384.940833333333,FALSE,TRUE,2016-11-01
431795000,2016,11,226.183055555556,FALSE,TRUE,2016-11-01
431702850,2016,11,715.244444444444,FALSE,TRUE,2016-11-01
431828000,2016,11,85.6156944444445,FALSE,TRUE,2016-11-01
412326972,2016,11,498.158194444444,FALSE,TRUE,2016-11-01
431903000,2016,11,433.730694444444,FALSE,TRUE,2016-11-01
367738980,2016,11,36.0947222222222,FALSE,TRUE,2016-11-01
416220800,2016,11,596.915833333333,FALSE,TRUE,2016-11-01
431101320,2016,11,679.105833333334,FALSE,TRUE,2016-11-01
416003741,2016,11,649.94125,FALSE,TRUE,2016-11-01
440298000,2016,11,687.981527777778,FALSE,TRUE,2016-11-01
412329416,2016,11,622.00625,FALSE,TRUE,2016-11-01
432411000,2016,11,622.685694444444,FALSE,TRUE,2016-11-01
431602240,2016,11,486.271805555555,FALSE,TRUE,2016-11-01
412694640,2016,11,598.308055555556,FALSE,TRUE,2016-11-01
431704110,2016,11,655.999583333333,FALSE,TRUE,2016-11-01
416000235,2016,11,544.686388888889,FALSE,TRUE,2016-11-01
412331027,2016,11,670.796805555555,FALSE,TRUE,2016-11-01
412470420,2016,11,464.265416666667,FALSE,TRUE,2016-11-01
416004268,2016,11,584.584305555556,FALSE,TRUE,2016-11-01
416199800,2016,11,562.699444444444,FALSE,TRUE,2016-11-01
412371191,2016,11,459.31125,FALSE,TRUE,2016-11-01
412331032,2016,11,703.968055555556,FALSE,TRUE,2016-11-01
416368000,2016,11,722.818472222222,FALSE,TRUE,2016-11-01
412328714,2016,11,691.686388888889,FALSE,TRUE,2016-11-01
577308000,2016,11,667.014722222222,FALSE,TRUE,2016-11-01
416122800,2016,11,593.514166666667,FALSE,TRUE,2016-11-01
416239700,2016,11,443.816111111111,FALSE,TRUE,2016-11-01
416004831,2016,11,37.29875,FALSE,TRUE,2016-11-01
416168500,2016,11,669.291111111111,FALSE,TRUE,2016-11-01
440339000,2016,11,686.801388888889,FALSE,TRUE,2016-11-01
416232500,2016,11,536.499722222222,FALSE,TRUE,2016-11-01
440944000,2016,11,689.196944444445,FALSE,TRUE,2016-11-01
416002681,2016,11,353.85125,FALSE,TRUE,2016-11-01
416097500,2016,11,574.774166666667,FALSE,TRUE,2016-11-01
416004728,2016,11,210.764861111111,FALSE,TRUE,2016-11-01
510070000,2016,11,138.595138888889,FALSE,TRUE,2016-11-01
412993000,2016,11,559.627916666666,FALSE,TRUE,2016-11-01
413011000,2016,11,609.822638888889,FALSE,TRUE,2016-11-01
416248700,2016,11,142.208333333333,FALSE,TRUE,2016-11-01
412331031,2016,11,627.094861111111,FALSE,TRUE,2016-11-01
576699000,2016,11,600.595138888889,FALSE,TRUE,2016-11-01
416411000,2016,11,192.132777777778,FALSE,TRUE,2016-11-01
557005600,2016,11,180.627777777778,FALSE,TRUE,2016-11-01
416248600,2016,11,162.873888888889,FALSE,TRUE,2016-11-01
577289000,2016,11,426.218333333333,FALSE,TRUE,2016-11-01
412371178,2016,11,630.174305555556,FALSE,TRUE,2016-11-01
416569000,2016,11,266.191944444444,FALSE,TRUE,2016-11-01
