mmsi,year,inferred_label,label_score,inferred_label_allyears,iso3
520217000,2014,drifting_longlines,0.999998450279,drifting_longlines,FJI
520218000,2014,drifting_longlines,0.999998092651,drifting_longlines,FJI
520238000,2014,drifting_longlines,0.999997019768,drifting_longlines,FJI
520228000,2012,drifting_longlines,1.0,drifting_longlines,FJI
520228000,2015,,,drifting_longlines,FJI
520238000,2013,drifting_longlines,0.999996900558,drifting_longlines,FJI
520238000,2015,drifting_longlines,0.999972403049,drifting_longlines,FJI
520217000,2015,drifting_longlines,1.0,drifting_longlines,FJI
520227000,2013,,,drifting_longlines,FJI
412420919,2016,purse_seines,0.999354183674,purse_seines,CHN
413278000,2016,purse_seines,0.999049156904,purse_seines,CHN
413224000,2016,purse_seines,0.813237309456,purse_seines,CHN
413032000,2015,purse_seines,0.99972897768,purse_seines,CHN
413032000,2016,seismic_vessel,0.426802426577,purse_seines,CHN
412371194,2015,purse_seines,0.998571634293,purse_seines,CHN
413224000,2012,purse_seines,0.928462177515,purse_seines,CHN
412420919,2015,purse_seines,0.998432397842,purse_seines,CHN
413032000,2014,purse_seines,0.999686002731,purse_seines,CHN
412371194,2014,purse_seines,0.998961448669,purse_seines,CHN
412420585,2014,drifting_longlines,0.999998569489,drifting_longlines,CHN
412420585,2013,drifting_longlines,0.999999821186,drifting_longlines,CHN
412370007,2013,drifting_longlines,0.997707724571,drifting_longlines,CHN
412985000,2015,drifting_longlines,0.999999523163,drifting_longlines,CHN
412420582,2016,drifting_longlines,0.980888426304,drifting_longlines,CHN
412695640,2012,drifting_longlines,0.999999880791,drifting_longlines,CHN
412420892,2015,drifting_longlines,0.999999940395,drifting_longlines,CHN
412370007,2014,drifting_longlines,0.999997138977,drifting_longlines,CHN
412695640,2014,drifting_longlines,1.0,drifting_longlines,CHN
412420584,2013,drifting_longlines,1.0,drifting_longlines,CHN
412371179,2016,drifting_longlines,0.999334275723,drifting_longlines,CHN
412695640,2015,drifting_longlines,1.0,drifting_longlines,CHN
412985000,2014,drifting_longlines,0.999999046326,drifting_longlines,CHN
412331033,2015,drifting_longlines,0.999999821186,drifting_longlines,CHN
412420582,2013,drifting_longlines,0.999999940395,drifting_longlines,CHN
412420585,2012,drifting_longlines,1.0,drifting_longlines,CHN
412420582,2014,drifting_longlines,0.999996006489,drifting_longlines,CHN
412985000,2016,drifting_longlines,0.500001736984,drifting_longlines,CHN
412985000,2013,drifting_longlines,1.0,drifting_longlines,CHN
412420584,2012,drifting_longlines,1.0,drifting_longlines,CHN
412371179,2014,drifting_longlines,0.999999403954,drifting_longlines,CHN
412695620,2016,drifting_longlines,0.999999821186,drifting_longlines,CHN
412420892,2014,drifting_longlines,0.999999165535,drifting_longlines,CHN
432507000,2012,other_fishing,0.740213583926,other_fishing,JPN
432507000,2015,other_fishing,0.995772898332,other_fishing,JPN
224651000,2015,purse_seines,0.999967694283,purse_seines,ESP
224651000,2016,purse_seines,0.980395108461,purse_seines,ESP
224523000,2013,purse_seines,0.98251375556,purse_seines,ESP
224523000,2016,purse_seines,0.999842196703,purse_seines,ESP
224651000,2012,purse_seines,0.998173475266,purse_seines,ESP
416574000,2015,purse_seines,0.999997496605,purse_seines,TWN
416243600,2014,purse_seines,0.999285310507,purse_seines,TWN
416574000,2016,purse_seines,0.998449832201,purse_seines,TWN
416898000,2015,purse_seines,0.992281913757,purse_seines,TWN
416243700,2014,purse_seines,0.992068678141,purse_seines,TWN
416017500,2013,purse_seines,0.999997496605,purse_seines,TWN
416243600,2015,purse_seines,0.997917413712,purse_seines,TWN
416243600,2013,purse_seines,0.771925389767,purse_seines,TWN
416898000,2016,purse_seines,0.998588591814,purse_seines,TWN
416004242,2016,drifting_longlines,0.999999880791,drifting_longlines,TWN
416004242,2013,drifting_longlines,0.999999940395,drifting_longlines,TWN
416003854,2015,drifting_longlines,1.0,drifting_longlines,TWN
416197600,2012,,,drifting_longlines,TWN
416004409,2012,drifting_longlines,1.0,drifting_longlines,TWN
416003756,2015,drifting_longlines,0.999999940395,drifting_longlines,TWN
416004242,2014,drifting_longlines,1.0,drifting_longlines,TWN
416004552,2013,drifting_longlines,0.999969005585,drifting_longlines,TWN
416003756,2012,drifting_longlines,1.0,drifting_longlines,TWN
416004409,2013,drifting_longlines,0.999999344349,drifting_longlines,TWN
416004507,2015,drifting_longlines,0.999999701977,drifting_longlines,TWN
416004507,2013,drifting_longlines,0.999999761581,drifting_longlines,TWN
416004501,2015,drifting_longlines,0.999999463558,drifting_longlines,TWN
416004507,2016,drifting_longlines,1.0,drifting_longlines,TWN
416003854,2014,drifting_longlines,0.999998450279,drifting_longlines,TWN
416000179,2013,drifting_longlines,0.999999165535,drifting_longlines,TWN
416003854,2013,drifting_longlines,0.99999922514,drifting_longlines,TWN
416003803,2014,drifting_longlines,1.0,drifting_longlines,TWN
416003709,2015,drifting_longlines,0.999999940395,drifting_longlines,TWN
416210600,2014,drifting_longlines,0.999999880791,drifting_longlines,TWN
416004409,2014,drifting_longlines,0.999999880791,drifting_longlines,TWN
416003709,2014,drifting_longlines,1.0,drifting_longlines,TWN
416002596,2015,,,drifting_longlines,TWN
416004553,2014,drifting_longlines,0.999991178513,drifting_longlines,TWN
416004553,2015,drifting_longlines,1.0,drifting_longlines,TWN
416003756,2016,drifting_longlines,0.999999821186,drifting_longlines,TWN
416004242,2012,drifting_longlines,0.999999523163,drifting_longlines,TWN
416003803,2016,drifting_longlines,0.999999523163,drifting_longlines,TWN
416004502,2014,drifting_longlines,0.983452737331,drifting_longlines,TWN
416004552,2016,drifting_longlines,0.999992132187,drifting_longlines,TWN
416004566,2015,drifting_longlines,0.999999642372,drifting_longlines,TWN
416003803,2012,drifting_longlines,0.999999761581,drifting_longlines,TWN
735057565,2012,purse_seines,0.98229932785,purse_seines,ECU
735057564,2012,purse_seines,0.941124469042,purse_seines,ECU
735058003,2016,purse_seines,0.836786031723,purse_seines,ECU
735058003,2012,purse_seines,0.996830165386,purse_seines,ECU
735058003,2013,purse_seines,0.997388660908,purse_seines,ECU
735057565,2016,purse_seines,0.999977648258,purse_seines,ECU
576375000,2012,drifting_longlines,0.839995324612,drifting_longlines,VUT
576375000,2013,drifting_longlines,0.901098012924,drifting_longlines,VUT
529686000,2016,purse_seines,0.996086657047,purse_seines,KIR
529440000,2012,purse_seines,0.998738288879,purse_seines,KIR
529676000,2016,purse_seines,0.998271971941,purse_seines,KIR
529686000,2013,,,purse_seines,KIR
529686000,2015,purse_seines,0.999745249748,purse_seines,KIR
529686000,2014,purse_seines,0.999304741621,purse_seines,KIR
529417000,2014,purse_seines,0.997996121645,purse_seines,KIR
529695000,2016,purse_seines,0.997351676226,purse_seines,KIR
529417000,2012,purse_seines,0.998722732067,purse_seines,KIR
529729000,2015,purse_seines,0.996431529522,purse_seines,KIR
529676000,2013,,,purse_seines,KIR
529440000,2015,purse_seines,0.999968111515,purse_seines,KIR
529440000,2016,purse_seines,0.998268187046,purse_seines,KIR
529469000,2012,purse_seines,0.999892681837,purse_seines,KIR
529469000,2014,purse_seines,0.989127397537,purse_seines,KIR
529783000,2014,purse_seines,0.855002045631,purse_seines,KIR
529676000,2015,purse_seines,0.999741911888,purse_seines,KIR
529729000,2014,purse_seines,0.994932174683,purse_seines,KIR
529695000,2015,purse_seines,0.999036967754,purse_seines,KIR
529417000,2013,purse_seines,0.987403959036,purse_seines,KIR
529415000,2012,drifting_longlines,1.0,drifting_longlines,KIR
529415000,2013,drifting_longlines,1.0,drifting_longlines,KIR
529413000,2014,drifting_longlines,0.992074847221,drifting_longlines,KIR
529413000,2012,drifting_longlines,1.0,drifting_longlines,KIR
529414000,2014,drifting_longlines,0.847297847271,drifting_longlines,KIR
350107000,2013,purse_seines,0.538730628788,purse_seines,NIC
350107000,2012,purse_seines,0.731007456779,purse_seines,NIC
350107000,2015,purse_seines,0.999992966652,purse_seines,NIC
512000061,2013,,,purse_seines,NZL
512000089,2015,purse_seines,0.3409663731,purse_seines,NZL
512000089,2013,purse_seines,0.999585449696,purse_seines,NZL
512012000,2014,purse_seines,0.999996781349,purse_seines,NZL
512000061,2016,purse_seines,0.836189568043,purse_seines,NZL
512000089,2014,purse_seines,0.861729890108,purse_seines,NZL
512000061,2014,,,purse_seines,NZL
548831000,2014,purse_seines,0.999500453472,purse_seines,PHL
441853000,2012,,,purse_seines,KOR
440823000,2014,purse_seines,0.999545425177,purse_seines,KOR
440410000,2013,purse_seines,0.999790489674,purse_seines,KOR
440492000,2012,purse_seines,0.999505132437,purse_seines,KOR
440542000,2012,purse_seines,0.999771207571,purse_seines,KOR
440644000,2015,purse_seines,0.999681591988,purse_seines,KOR
441675000,2015,purse_seines,0.997652560472,purse_seines,KOR
441493000,2016,purse_seines,0.99903562665,purse_seines,KOR
440542000,2016,purse_seines,0.999391943216,purse_seines,KOR
440104000,2015,purse_seines,0.995603382587,purse_seines,KOR
441446000,2013,purse_seines,0.9998062253,purse_seines,KOR
440479000,2014,purse_seines,0.997215688229,purse_seines,KOR
440968000,2014,purse_seines,0.497035937005,purse_seines,KOR
441930000,2014,purse_seines,0.996870756149,purse_seines,KOR
441837000,2014,purse_seines,0.997186481953,purse_seines,KOR
441493000,2012,purse_seines,0.982781469822,purse_seines,KOR
441493000,2015,purse_seines,0.997906595469,purse_seines,KOR
441166000,2016,purse_seines,0.993974000216,purse_seines,KOR
