mmsi,year,inferred_label,label_score,inferred_label_allyears
412270059,2015,drifting_longlines,1.0,drifting_longlines
412695580,2015,drifting_longlines,0.999999701977,drifting_longlines
412679230,2015,drifting_longlines,0.999999642372,drifting_longlines
412695430,2015,drifting_longlines,1.0,drifting_longlines
412209183,2016,,,drifting_longlines
412326972,2016,drifting_longlines,1.0,drifting_longlines
412691520,2016,drifting_longlines,0.99958768487,drifting_longlines
412420876,2016,drifting_longlines,1.0,drifting_longlines
412460278,2015,drifting_longlines,0.999999761581,drifting_longlines
412420985,2016,drifting_longlines,0.999991595745,drifting_longlines
412440032,2015,,,drifting_longlines
412440029,2015,drifting_longlines,0.999998927116,drifting_longlines
412331026,2013,,,drifting_longlines
412674190,2016,drifting_longlines,1.0,drifting_longlines
412460278,2014,drifting_longlines,0.426422804594,drifting_longlines
412685220,2015,,,drifting_longlines
413320530,2012,seismic_vessel,0.390009462833,drifting_longlines
412679210,2016,drifting_longlines,0.999999165535,drifting_longlines
412371207,2015,drifting_longlines,0.999977469444,drifting_longlines
412326798,2016,drifting_longlines,0.999865919352,drifting_longlines
412302021,2016,drifting_longlines,1.0,drifting_longlines
412370008,2016,drifting_longlines,0.999999523163,drifting_longlines
412695560,2013,drifting_longlines,0.999999284744,drifting_longlines
412331063,2015,,,drifting_longlines
412440031,2016,drifting_longlines,0.999999880791,drifting_longlines
412371198,2016,drifting_longlines,0.999934732914,drifting_longlines
412460297,2015,drifting_longlines,1.0,drifting_longlines
412420435,2016,drifting_longlines,1.0,drifting_longlines
412371192,2015,drifting_longlines,1.0,drifting_longlines
412695650,2014,drifting_longlines,1.0,drifting_longlines
412326881,2015,drifting_longlines,1.0,drifting_longlines
412500156,2016,drifting_longlines,0.999997735023,drifting_longlines
412440031,2015,drifting_longlines,0.999999642372,drifting_longlines
412331014,2015,drifting_longlines,1.0,drifting_longlines
413320530,2016,tug,0.732422351837,drifting_longlines
412420239,2016,drifting_longlines,1.0,drifting_longlines
412371206,2016,drifting_longlines,0.999998450279,drifting_longlines
412695560,2014,,,drifting_longlines
412463901,2016,drifting_longlines,0.999951004982,drifting_longlines
412270059,2014,,,drifting_longlines
412331027,2016,drifting_longlines,0.999999821186,drifting_longlines
412326877,2014,,,drifting_longlines
412695650,2013,,,drifting_longlines
412694570,2015,drifting_longlines,0.999777257442,drifting_longlines
412674190,2015,,,drifting_longlines
412420197,2013,drifting_longlines,0.94935593009,drifting_longlines
412430940,2013,drifting_longlines,0.69621604681,drifting_longlines
413320530,2013,drifting_longlines,0.505139411427,drifting_longlines
412420985,2015,,,drifting_longlines
412371208,2015,drifting_longlines,0.999992847443,drifting_longlines
412200079,2016,drifting_longlines,1.0,drifting_longlines
413011000,2015,drifting_longlines,1.0,drifting_longlines
412331031,2015,drifting_longlines,0.999999940395,drifting_longlines
412440032,2016,drifting_longlines,1.0,drifting_longlines
412420905,2014,drifting_longlines,1.0,drifting_longlines
412695430,2016,drifting_longlines,0.999999046326,drifting_longlines
412371198,2015,drifting_longlines,1.0,drifting_longlines
412470420,2016,drifting_longlines,1.0,drifting_longlines
412270058,2016,drifting_longlines,0.999999940395,drifting_longlines
412326882,2016,drifting_longlines,0.999982595444,drifting_longlines
412200116,2016,drifting_longlines,0.999999821186,drifting_longlines
412685220,2016,drifting_longlines,1.0,drifting_longlines
412270058,2015,drifting_longlines,1.0,drifting_longlines
412674190,2014,drifting_longlines,1.0,drifting_longlines
412209233,2016,drifting_longlines,0.999999701977,drifting_longlines
412320019,2015,drifting_longlines,0.999848127365,drifting_longlines
412326877,2013,,,drifting_longlines
412331026,2015,drifting_longlines,0.999999880791,drifting_longlines
412500156,2015,drifting_longlines,1.0,drifting_longlines
412331032,2016,drifting_longlines,1.0,drifting_longlines
412420197,2014,drifting_longlines,0.999874979258,drifting_longlines
412420796,2016,drifting_longlines,0.999999940395,drifting_longlines
412695550,2014,drifting_longlines,1.0,drifting_longlines
412201818,2016,drifting_longlines,0.999999582767,drifting_longlines
412691520,2015,drifting_longlines,0.999976873398,drifting_longlines
412371192,2014,drifting_longlines,0.999999642372,drifting_longlines
518770000,2016,drifting_longlines,0.9991774261,drifting_longlines
518770000,2015,drifting_longlines,1.0,drifting_longlines
735057638,2016,purse_seines,0.999932408333,purse_seines
735057587,2015,purse_seines,0.999991893768,purse_seines
735057587,2016,purse_seines,1.0,purse_seines
735059088,2015,purse_seines,0.999912977219,purse_seines
735059088,2013,purse_seines,0.960055530071,purse_seines
735057638,2014,purse_seines,0.99990144372,purse_seines
735057587,2012,purse_seines,0.999292820692,purse_seines
520225000,2015,drifting_longlines,0.999973535538,drifting_longlines
520177000,2016,drifting_longlines,1.0,drifting_longlines
520243000,2014,drifting_longlines,1.0,drifting_longlines
520176000,2016,drifting_longlines,0.999210476875,drifting_longlines
520271000,2016,drifting_longlines,1.0,drifting_longlines
520151000,2016,drifting_longlines,0.999999403954,drifting_longlines
520225000,2014,drifting_longlines,1.0,drifting_longlines
520243000,2015,drifting_longlines,1.0,drifting_longlines
520137000,2016,drifting_longlines,1.0,drifting_longlines
520225000,2016,drifting_longlines,0.999999821186,drifting_longlines
510061000,2015,purse_seines,0.992689371109,purse_seines
510073000,2016,purse_seines,0.999623894691,purse_seines
510078000,2016,purse_seines,0.950300216675,purse_seines
510056000,2015,purse_seines,0.995059728622,purse_seines
510056000,2013,purse_seines,0.999472081661,purse_seines
510056000,2016,purse_seines,0.99860137701,purse_seines
510068000,2016,purse_seines,0.999690264463,purse_seines
510070000,2016,purse_seines,0.999531924725,purse_seines
510046000,2016,purse_seines,0.999741852283,purse_seines
431435000,2015,,,purse_seines
431435000,2012,,,purse_seines
432261000,2012,purse_seines,0.997322708368,purse_seines
431435000,2013,purse_seines,0.998920679092,purse_seines
431435000,2016,,,purse_seines
432549100,2012,purse_seines,0.997810661793,purse_seines
431787000,2012,purse_seines,0.999116361141,purse_seines
432738000,2014,,,purse_seines
431932000,2014,purse_seines,0.999379515648,purse_seines
431932000,2013,purse_seines,0.983879566193,purse_seines
431722000,2014,other_fishing,0.991779602246,other_fishing
431487000,2012,other_fishing,0.598875354885,other_fishing
431801000,2012,other_fishing,0.742097758494,other_fishing
431903000,2013,other_fishing,0.995623737688,other_fishing
431487000,2015,other_fishing,0.978207219558,other_fishing
431914000,2014,other_fishing,0.994378179317,other_fishing
431801000,2016,other_fishing,0.998409808396,other_fishing
431935000,2013,other_fishing,0.999512406301,other_fishing
431200910,2016,other_fishing,0.515613273429,other_fishing
431200970,2013,other_fishing,0.988750875036,other_fishing
431680000,2015,other_fishing,0.986718177796,other_fishing
431171000,2016,other_fishing,0.952459767662,other_fishing
431200910,2015,other_fishing,0.888210433289,other_fishing
431171000,2014,other_fishing,0.997017562392,other_fishing
431722000,2012,other_fishing,0.749499827949,other_fishing
431903000,2016,other_fishing,0.991770096039,other_fishing
431914000,2013,other_fishing,0.999332934874,other_fishing
431171000,2015,other_fishing,0.999388247949,other_fishing
431801000,2015,other_fishing,0.998382072587,other_fishing
431903000,2012,other_fishing,0.811044987423,other_fishing
431828000,2014,other_fishing,0.991356671018,other_fishing
431914000,2015,other_fishing,0.999692002901,other_fishing
431768000,2013,other_fishing,0.992106735976,other_fishing
431828000,2012,other_fishing,0.746027591281,other_fishing
431769000,2012,other_fishing,0.873970845438,other_fishing
431171000,2012,other_fishing,0.632596312987,other_fishing
431935000,2015,other_fishing,0.985034766708,other_fishing
431769000,2016,other_fishing,0.995344790205,other_fishing
431903000,2014,other_fishing,0.962546139958,other_fishing
431828000,2016,other_fishing,0.99962392507,other_fishing
431769000,2014,other_fishing,0.998455107743,other_fishing
431171000,2013,other_fishing,0.999711096293,other_fishing
431200970,2015,other_fishing,0.999987840708,other_fishing
431693000,2012,other_fishing,0.606848929273,other_fishing
431200910,2013,other_fishing,0.991390348887,other_fishing
431903000,2015,other_fishing,0.999956309802,other_fishing
431768000,2012,other_fishing,0.539599489435,other_fishing
431487000,2014,other_fishing,0.981754928831,other_fishing
431768000,2016,other_fishing,0.976144641679,other_fishing
431768000,2015,other_fishing,0.999617755648,other_fishing
431447000,2012,other_fishing,0.698473881421,other_fishing
431801000,2014,other_fishing,0.998393565598,other_fishing
431693000,2016,other_fishing,0.591014901054,other_fishing
431722000,2013,other_fishing,0.994941541107,other_fishing
431487000,2016,other_fishing,0.709755942345,other_fishing
431725000,2013,drifting_longlines,1.0,drifting_longlines
431070000,2013,drifting_longlines,1.0,drifting_longlines
431704420,2015,drifting_longlines,1.0,drifting_longlines
431206000,2012,drifting_longlines,0.999998986721,drifting_longlines
431101320,2015,drifting_longlines,0.999999880791,drifting_longlines
431070000,2014,drifting_longlines,1.0,drifting_longlines
432388000,2014,drifting_longlines,0.989864468575,drifting_longlines
432984000,2015,drifting_longlines,1.0,drifting_longlines
431725000,2015,drifting_longlines,0.999999940395,drifting_longlines
432388000,2016,drifting_longlines,0.859362304211,drifting_longlines
431702850,2016,drifting_longlines,1.0,drifting_longlines
431798000,2014,drifting_longlines,1.0,drifting_longlines
431101320,2014,drifting_longlines,0.999998033047,drifting_longlines
431725000,2012,drifting_longlines,0.999995410442,drifting_longlines
431101320,2016,drifting_longlines,1.0,drifting_longlines
431700030,2014,drifting_longlines,1.0,drifting_longlines
431251000,2015,drifting_longlines,1.0,drifting_longlines
432388000,2015,drifting_longlines,0.757586658001,drifting_longlines
431070000,2015,drifting_longlines,1.0,drifting_longlines
431101320,2012,drifting_longlines,0.999992012978,drifting_longlines
431600760,2015,drifting_longlines,0.999996066093,drifting_longlines
431798000,2013,drifting_longlines,1.0,drifting_longlines
431703710,2015,drifting_longlines,1.0,drifting_longlines
431798000,2012,drifting_longlines,0.999997913837,drifting_longlines
431253000,2013,drifting_longlines,0.999999821186,drifting_longlines
432388000,2012,drifting_longlines,0.964867055416,drifting_longlines
431206000,2016,drifting_longlines,0.999982953072,drifting_longlines
432388000,2013,drifting_longlines,0.950777947903,drifting_longlines
431700030,2015,drifting_longlines,1.0,drifting_longlines
431600275,2016,drifting_longlines,1.0,drifting_longlines
431251000,2013,drifting_longlines,1.0,drifting_longlines
431251000,2012,drifting_longlines,1.0,drifting_longlines
431700060,2014,drifting_longlines,1.0,drifting_longlines
431704420,2016,drifting_longlines,0.999999523163,drifting_longlines
451004112,2012,purse_seines,0.998791396618,purse_seines
451004112,2014,purse_seines,0.498384158127,purse_seines
529435000,2015,purse_seines,0.999999880791,purse_seines
529765000,2015,purse_seines,0.999790251255,purse_seines
529435000,2016,purse_seines,0.999937176704,purse_seines
440640000,2013,,,purse_seines
440822000,2015,,,purse_seines
440822000,2014,purse_seines,0.999971926212,purse_seines
440226000,2015,purse_seines,0.999846994877,purse_seines
440822000,2016,purse_seines,0.999895691872,purse_seines
440583000,2013,purse_seines,0.999760210514,purse_seines
440226000,2014,purse_seines,0.999932646751,purse_seines
440583000,2012,purse_seines,0.998981505632,purse_seines
440167000,2016,purse_seines,0.999997496605,purse_seines
440822000,2012,purse_seines,0.99491751194,purse_seines
440944000,2012,drifting_longlines,0.999999940395,drifting_longlines
441072000,2014,drifting_longlines,0.516058878973,drifting_longlines
440796000,2013,drifting_longlines,0.999995350838,drifting_longlines
440298000,2012,drifting_longlines,0.999999940395,drifting_longlines
440802000,2013,drifting_longlines,0.500000042561,drifting_longlines
440731000,2014,drifting_longlines,1.0,drifting_longlines
440885000,2012,drifting_longlines,1.0,drifting_longlines
440934000,2013,drifting_longlines,0.999920964241,drifting_longlines
440280000,2014,drifting_longlines,0.997134804726,drifting_longlines
440946000,2013,drifting_longlines,0.999993801117,drifting_longlines
440796000,2014,,,drifting_longlines
440772000,2015,drifting_longlines,1.0,drifting_longlines
441072000,2015,drifting_longlines,1.0,drifting_longlines
440944000,2014,drifting_longlines,0.999999940395,drifting_longlines
440796000,2012,drifting_longlines,1.0,drifting_longlines
441584000,2012,drifting_longlines,0.999999880791,drifting_longlines
440339000,2016,drifting_longlines,0.999999165535,drifting_longlines
440772000,2012,drifting_longlines,1.0,drifting_longlines
440706000,2014,drifting_longlines,0.500411917194,drifting_longlines
441584000,2015,drifting_longlines,1.0,drifting_longlines
440731000,2013,drifting_longlines,1.0,drifting_longlines
440885000,2013,drifting_longlines,0.999990582466,drifting_longlines
440280000,2015,cargo_or_tanker,0.497647979879,drifting_longlines
441584000,2016,drifting_longlines,1.0,drifting_longlines
440339000,2015,drifting_longlines,0.999996840954,drifting_longlines
441029000,2012,drifting_longlines,1.0,drifting_longlines
440706000,2012,drifting_longlines,1.0,drifting_longlines
440772000,2016,drifting_longlines,1.0,drifting_longlines
440934000,2014,drifting_longlines,0.999995648861,drifting_longlines
440934000,2012,drifting_longlines,0.999997615814,drifting_longlines
440934000,2016,drifting_longlines,0.999999880791,drifting_longlines
440298000,2013,drifting_longlines,1.0,drifting_longlines
440280000,2013,drifting_longlines,1.0,drifting_longlines
440946000,2014,drifting_longlines,0.999996900558,drifting_longlines
455359000,2013,,,drifting_longlines
455359000,2014,,,drifting_longlines
455359000,2015,drifting_longlines,0.986182689667,drifting_longlines
455360000,2013,,,drifting_longlines
345050700,2014,purse_seines,0.500192203675,purse_seines
345050700,2015,purse_seines,0.988806396723,purse_seines
538060015,2015,purse_seines,0.999791413546,purse_seines
538060017,2015,purse_seines,0.99990683794,purse_seines
538060017,2013,purse_seines,0.999789088964,purse_seines
538060015,2012,purse_seines,0.99910017848,purse_seines
538060007,2013,purse_seines,0.999785840511,purse_seines
538060019,2012,purse_seines,0.999968647957,purse_seines
538060008,2015,purse_seines,0.999731957912,purse_seines
538060016,2015,purse_seines,0.999745041132,purse_seines
538060015,2014,purse_seines,0.999977767467,purse_seines
538060017,2012,purse_seines,0.999365061522,purse_seines
538060007,2016,purse_seines,0.999731957912,purse_seines
538060016,2014,purse_seines,0.999527454376,purse_seines
538060015,2013,purse_seines,0.963515341282,purse_seines
538060007,2015,purse_seines,0.999512732029,purse_seines
538060016,2016,purse_seines,0.993530541658,purse_seines
538060017,2014,purse_seines,0.999672859907,purse_seines
533111749,2016,purse_seines,0.999520778656,purse_seines
533111749,2014,,,purse_seines
553111756,2015,purse_seines,0.999844312668,purse_seines
553111759,2016,purse_seines,0.999302715063,purse_seines
553111759,2015,purse_seines,0.997850298882,purse_seines
443179610,2012,purse_seines,0.999993562698,purse_seines
443179610,2013,purse_seines,0.762012600899,purse_seines
557005600,2016,purse_seines,0.999066650867,purse_seines
557005700,2016,purse_seines,0.999893993139,purse_seines
359002000,2016,purse_seines,0.999918758869,purse_seines
359002000,2015,purse_seines,0.534043319523,purse_seines
416247600,2015,purse_seines,0.999525517225,purse_seines
416238700,2012,purse_seines,0.999737560749,purse_seines
416238700,2013,purse_seines,0.999958872795,purse_seines
416248600,2015,purse_seines,0.999871134758,purse_seines
416899000,2015,purse_seines,0.9946577847,purse_seines
416248700,2016,purse_seines,0.99920541048,purse_seines
416836000,2016,purse_seines,0.98566159606,purse_seines
416501000,2015,purse_seines,0.999587267637,purse_seines
416238800,2014,purse_seines,0.998427331448,purse_seines
416247600,2016,purse_seines,0.99992954731,purse_seines
416532000,2015,purse_seines,0.92137748003,purse_seines
416242900,2013,purse_seines,0.991720914841,purse_seines
416238800,2012,purse_seines,0.924399554729,purse_seines
416899000,2016,purse_seines,0.998379021883,purse_seines
416001500,2015,purse_seines,0.999012231827,purse_seines
416506000,2015,purse_seines,0.99964684248,purse_seines
416247900,2016,purse_seines,0.999485254288,purse_seines
416836000,2014,purse_seines,0.999995827675,purse_seines
416004000,2015,,,purse_seines
416836000,2015,purse_seines,0.999993145466,purse_seines
416853000,2016,purse_seines,0.993048667908,purse_seines
416532000,2014,,,purse_seines
416697000,2016,drifting_longlines,0.999999821186,drifting_longlines
416168600,2016,drifting_longlines,0.999992191792,drifting_longlines
416091900,2015,drifting_longlines,0.999999761581,drifting_longlines
416154700,2016,drifting_longlines,0.998350411654,drifting_longlines
416004214,2016,drifting_longlines,1.0,drifting_longlines
416003074,2014,drifting_longlines,0.999981880188,drifting_longlines
416002374,2014,,,drifting_longlines
416004299,2015,drifting_longlines,1.0,drifting_longlines
416239700,2012,drifting_longlines,0.999991059303,drifting_longlines
416003561,2014,drifting_longlines,0.999999821186,drifting_longlines
416003676,2015,,,drifting_longlines
416004246,2015,drifting_longlines,0.999997854233,drifting_longlines
416004246,2014,drifting_longlines,0.999937355518,drifting_longlines
416004248,2015,drifting_longlines,1.0,drifting_longlines
416119800,2013,drifting_longlines,0.998712778091,drifting_longlines
416119800,2016,drifting_longlines,0.999998390675,drifting_longlines
416168500,2016,drifting_longlines,0.999999523163,drifting_longlines
416306430,2016,drifting_longlines,1.0,drifting_longlines
416368000,2016,drifting_longlines,1.0,drifting_longlines
416175800,2016,drifting_longlines,0.999997735023,drifting_longlines
416002195,2015,drifting_longlines,1.0,drifting_longlines
416168500,2015,drifting_longlines,0.999969482422,drifting_longlines
416200071,2015,drifting_longlines,0.999983668327,drifting_longlines
416002374,2012,drifting_longlines,0.999526977539,drifting_longlines
416002374,2013,drifting_longlines,0.998082786798,drifting_longlines
416232600,2016,drifting_longlines,1.0,drifting_longlines
416004043,2013,drifting_longlines,0.999999403954,drifting_longlines
416033600,2016,drifting_longlines,1.0,drifting_longlines
416239700,2013,,,drifting_longlines
416004043,2015,drifting_longlines,1.0,drifting_longlines
416175800,2014,,,drifting_longlines
416003089,2016,drifting_longlines,0.999996006489,drifting_longlines
416003074,2015,drifting_longlines,0.999998211861,drifting_longlines
416154700,2015,drifting_longlines,0.99999499321,drifting_longlines
416004369,2015,drifting_longlines,0.999943733215,drifting_longlines
416239700,2016,drifting_longlines,0.999999940395,drifting_longlines
416306430,2015,drifting_longlines,1.0,drifting_longlines
416176700,2016,drifting_longlines,1.0,drifting_longlines
416004246,2013,drifting_longlines,0.99994546175,drifting_longlines
416072600,2014,drifting_longlines,0.999998271465,drifting_longlines
416000235,2015,drifting_longlines,0.999951660633,drifting_longlines
416122800,2015,drifting_longlines,1.0,drifting_longlines
416231500,2015,,,drifting_longlines
416002681,2013,drifting_longlines,1.0,drifting_longlines
416003676,2016,,,drifting_longlines
416008800,2015,drifting_longlines,1.0,drifting_longlines
416004594,2015,drifting_longlines,1.0,drifting_longlines
416003074,2016,drifting_longlines,0.999634981155,drifting_longlines
416002768,2014,drifting_longlines,0.998315453529,drifting_longlines
416119800,2014,drifting_longlines,1.0,drifting_longlines
416003822,2013,,,drifting_longlines
416004073,2014,drifting_longlines,0.999995827675,drifting_longlines
416154700,2013,,,drifting_longlines
416004073,2015,drifting_longlines,0.999992907047,drifting_longlines
416002195,2013,drifting_longlines,1.0,drifting_longlines
416226700,2015,,,drifting_longlines
416004583,2014,drifting_longlines,0.999999821186,drifting_longlines
416154700,2014,drifting_longlines,0.999992609024,drifting_longlines
416226600,2015,drifting_longlines,1.0,drifting_longlines
416008800,2016,passenger,0.540665492415,drifting_longlines
416004583,2015,drifting_longlines,1.0,drifting_longlines
416004582,2014,drifting_longlines,0.999996423721,drifting_longlines
416004044,2016,drifting_longlines,0.999926626682,drifting_longlines
416010900,2015,drifting_longlines,0.999998688698,drifting_longlines
416003822,2012,drifting_longlines,0.99997484684,drifting_longlines
416004594,2013,drifting_longlines,1.0,drifting_longlines
416052600,2016,drifting_longlines,1.0,drifting_longlines
416220800,2016,drifting_longlines,0.999981224537,drifting_longlines
416003814,2015,,,drifting_longlines
416002768,2015,drifting_longlines,1.0,drifting_longlines
416232600,2015,drifting_longlines,1.0,drifting_longlines
416218900,2016,drifting_longlines,0.999993383884,drifting_longlines
416306451,2016,drifting_longlines,0.999999761581,drifting_longlines
416004268,2015,,,drifting_longlines
416004044,2015,drifting_longlines,0.999999880791,drifting_longlines
416004594,2016,drifting_longlines,1.0,drifting_longlines
416069700,2015,,,drifting_longlines
416176700,2015,drifting_longlines,1.0,drifting_longlines
416069700,2016,drifting_longlines,1.0,drifting_longlines
416200071,2016,,,drifting_longlines
416003074,2013,drifting_longlines,0.999973654747,drifting_longlines
416003822,2014,,,drifting_longlines
416004453,2014,drifting_longlines,0.999487400055,drifting_longlines
416218900,2015,,,drifting_longlines
416003561,2013,drifting_longlines,0.999999821186,drifting_longlines
416198800,2015,drifting_longlines,1.0,drifting_longlines
416004248,2014,drifting_longlines,0.998499393463,drifting_longlines
416003089,2012,,,drifting_longlines
416097500,2016,drifting_longlines,1.0,drifting_longlines
416003814,2016,drifting_longlines,0.998039901257,drifting_longlines
416004248,2016,drifting_longlines,0.99998742342,drifting_longlines
416003074,2012,,,drifting_longlines
416234900,2016,drifting_longlines,0.999996900558,drifting_longlines
416002681,2014,drifting_longlines,0.980125844479,drifting_longlines
416235500,2014,drifting_longlines,0.99998152256,drifting_longlines
416623000,2015,drifting_longlines,1.0,drifting_longlines
416193900,2015,drifting_longlines,0.999899655581,drifting_longlines
416235500,2013,,,drifting_longlines
416123900,2016,drifting_longlines,0.999998152256,drifting_longlines
416623000,2016,drifting_longlines,0.999998450279,drifting_longlines
416003089,2013,drifting_longlines,0.999976277351,drifting_longlines
416072600,2013,drifting_longlines,0.999999880791,drifting_longlines
367179000,2014,purse_seines,0.99999076128,purse_seines
338298000,2016,purse_seines,0.999706149101,purse_seines
338873000,2015,purse_seines,0.999615162611,purse_seines
367179000,2015,,,purse_seines
367377660,2016,purse_seines,0.999296307564,purse_seines
338074000,2016,purse_seines,0.999836057425,purse_seines
338074000,2015,purse_seines,0.99716180563,purse_seines
338540000,2016,purse_seines,0.999857574701,purse_seines
338394000,2014,purse_seines,0.99648141861,purse_seines
367738980,2016,purse_seines,0.999993801117,purse_seines
366926988,2012,,,purse_seines
366926988,2016,purse_seines,0.99979621172,purse_seines
367333000,2016,purse_seines,0.983420222998,purse_seines
338873000,2016,purse_seines,0.998826861382,purse_seines
367767000,2015,purse_seines,0.999965965748,purse_seines
367084000,2015,purse_seines,0.999456673861,purse_seines
366903000,2016,purse_seines,0.99961784482,purse_seines
367084000,2016,purse_seines,0.998143494129,purse_seines
367767000,2013,purse_seines,0.998072981834,purse_seines
368046000,2015,purse_seines,0.999861478806,purse_seines
367571490,2016,drifting_longlines,0.837266743183,drifting_longlines
576574000,2016,purse_seines,0.502009259304,purse_seines
577146000,2016,drifting_longlines,0.999999940395,drifting_longlines
577146000,2015,drifting_longlines,1.0,drifting_longlines
576737000,2016,drifting_longlines,1.0,drifting_longlines
577145000,2015,drifting_longlines,1.0,drifting_longlines
577290000,2016,drifting_longlines,0.999993860722,drifting_longlines
577259000,2015,,,drifting_longlines
577308000,2016,drifting_longlines,1.0,drifting_longlines
576737000,2014,,,drifting_longlines
577308000,2015,drifting_longlines,1.0,drifting_longlines
576699000,2015,drifting_longlines,1.0,drifting_longlines
576850000,2016,drifting_longlines,1.0,drifting_longlines
577309000,2016,drifting_longlines,0.999999523163,drifting_longlines
577289000,2016,drifting_longlines,1.0,drifting_longlines
577289000,2015,drifting_longlines,1.0,drifting_longlines
577326000,2016,drifting_longlines,1.0,drifting_longlines
520243000,2012,drifting_longlines,0.999997854233,drifting_longlines
520243000,2016,drifting_longlines,1.0,drifting_longlines
520173000,2016,drifting_longlines,0.945776700974,drifting_longlines
